ThO2,mp-1102569,-4.218937641666667
VO2,mp-715035,-2.4234353085416678
Sm2O3,mp-1745,-3.8302273792499997
V2O5,mp-1245284,-1.786947846916667
CoO2,mp-856161,-0.9176587375000006
MgO,mp-1245157,-2.7057205278750005
Si3O8,mp-1219421,-2.1058878013636364
SiO2,mp-16964,-3.2603475063888885
NiO2,mp-1042045,-0.32835993416666653
NdO3,mp-1180065,-1.9461271334374999
K2O,mp-684904,-1.2086456532499998
BeO,mp-1778,-3.096913821875
ZnO,mp-13161,-1.0743262693749998
Al2O,mp-8022,-0.14195894624999936
Ac2O3,mp-11107,-3.73843166625
PaO,mp-2735,-2.7751250093750013
HoO,mp-974336,-3.125045046875
As2O3,mp-1105118,-1.6098867572499997
Pb2O3,mp-1179959,-1.3763737442500001
Ti2O,mp-1215,-2.0359864318055565
V2O5,mp-1244996,-2.171878444916666
BiO2,mp-1406596,-0.9935134258333326
Cr2O3,mp-755749,-2.320675543249999
SiO2,mp-559091,-3.2636546983333328
HgO2,mp-755333,-0.034384917499999425
VO2,mp-1245047,-1.9061917565196085
MnO2,mp-1354468,-1.7100597915325682
SiO2,mp-560708,-3.2583288449999994
MgO,mp-1190533,-2.940948169791666
BiO2,mp-1044722,-1.4055440341666667
Ni6O7,mp-766450,-1.0793992616346146
SiO2,mp-558931,-3.0051423914583335
SnO2,mp-1245116,-1.4430982873888891
WO3,mp-1408708,-2.1809098584375004
TiO2,mp-1044853,-3.3311189624999997
FeO,mp-1181437,-0.4292947843750001
Ta2O5,mp-624688,-2.9327963391071443
VO2,mp-1277117,-2.4134757208333335
Mo17O47,mp-285,-1.9386162652539056
CoO,mp-1244939,-0.8756098040000004
WO2,mp-616585,-1.8692344291666672
In2O3,mp-22598,-1.9978267692499998
TeO,mp-1245910,-0.30838179270833255
V2O5,mp-25233,-2.278587523392857
SbO2,mp-1044574,-1.7476739816666662
GdO3,mp-1206505,-1.7673502728124992
W3O8,mp-1404844,-1.8374630290909097
Tl2O,mp-27484,-0.8204024934722215
BO3,mp-1192099,-0.9142760351041671
FeO2,mp-714904,-1.1437978958333328
B84O11,mp-758800,-0.6331808554342112
BiO2,mp-1041983,-1.250690084166666
SiO2,mp-7087,-3.2562616908333335
TiO2,mp-1102591,-3.252319870277777
P4O7,mp-542622,-2.132309022234847
Cl2O7,mp-31050,-0.30357697236111
WO5,mp-1178865,-1.0272822564583326
TiO2,mp-756587,-3.3909452115277774
Ti2O3,mp-1101295,-3.207780831583334
V2O5,mp-1245240,-1.7828714655833329
Si3O,mp-32881,-0.7827318765625
Zr3O,mp-14024,-1.545164112187499
Pb2O3,mp-754071,-1.31640360425
Na2O2,mp-1094115,-1.094693842650862
SiO2,mp-6930,-3.257550080277778
AlO2,mp-1182858,-2.672080894166666
MnO2,mp-25424,-1.7929195551436787
Y2O3,mp-1245017,-3.7318514166166663
BrO3,mp-1182120,0.09082146718750028
Rb19O3,mp-779582,-0.4510099599431818
LuO3,mp-973457,-2.0129004003125006
SnO2,mp-1359814,-1.85177076
BaO6,mp-1198787,-0.895278879285715
MoO2,mp-25349,-1.6046793625000007
ZnO,mp-1245109,-1.5444891220000003
Al2O3,mp-985587,-3.217256151916667
HfO2,mp-1018721,-3.965886067499999
KO2,mp-998916,-0.9429228959999995
Zr27O49,mp-684977,-3.5789703352467117
V3O8,mp-796240,-2.0109120586363645
PbO,mp-672237,-1.4697126289062492
BiO2,mp-1391102,-1.2909595949999992
TiO2,mp-636827,-3.200326958611111
V2O5,mp-1245162,-2.20287142920238
HgO,mp-556859,-0.63818100125
MnO2,mp-796077,-0.33236894847701137
CoO2,mp-1356781,-0.9777052716666669
SmO3,mp-1025421,-1.9870036903125001
SbO2,mp-1374616,-1.692762948333333
FeO2,mp-1355192,-1.082914937222222
As2O3,mp-1195383,-1.6237187544166678
FeO2,mp-1354450,-1.15208656861111
SiO2,mp-11684,-3.2275597079166656
TeO2,mp-557,-1.4844556613888884
BaO4,mp-1182327,-1.2040936784999992
WO3,mp-1172828,-2.1842140546874997
BiO2,mp-1047386,-1.3100867299999994
V6O13,mp-554064,-2.366858133092105
SiO2,mp-667371,-3.256023035535714
Nb2O5,mp-1364247,-2.8534538937499994
Rb2O2,mp-1206669,-0.953355438125
Cr5O12,mp-773920,-1.8331058097058819
Ta10O9,mp-685006,-1.5595076351973685
NiO2,mp-1047762,-0.47413472333333334
Re2O7,mp-1042110,-1.9888150779166662
V2O5,mp-1245049,-1.78555071272619
TiO2,mp-754672,-3.470406101944443
ScO,mp-644481,-3.241125881875001
Fe3O4,mp-611817,-0.9403366628571429
SeO2,mp-638005,-1.1534299107812493
K2O,mp-998915,-1.218728301583333
HfO2,mp-1858,-3.996532089166666
V2O5,mp-1245174,-1.8020406247261906
CO2,mp-1077316,-1.3207540866666652
Al2O3,mp-1244992,-3.2207453199500002
Zr3O,mp-1017,-1.5414057421874992
Bi2O3,mp-674644,-1.0424236927500004
U2O5,mp-647814,-3.699927665714285
CO,mp-729933,-0.658515783124999
Ta2O3,mp-1079159,-2.59937463225
CO,mp-11875,-0.6665296068749997
SiO2,mp-561291,-3.1219259974999995
NaO2,mp-1180346,-0.8921070959339078
MoO3,mp-685156,-1.1575082659374996
Fe14O15,mp-764417,-1.4627879707327573
I2O5,mp-23261,-0.7718412080357139
SiO2,mp-683970,-3.137124432812499
WO2,mp-1244880,-1.5075060997549017
Th3O2,mp-865439,-2.3016907615000006
SO3,mp-2414,-1.578408344010418
RbO2,mp-1219565,0.030781295000000004
H2O,mp-1182019,-1.1971535143055556
K2O,mp-776104,-1.1972152611666662
PtO6,mp-1179856,-0.13953619678571474
W3O8,mp-1042978,-1.777172888636364
W2O5,mp-1394209,-1.8760220598214283
Ti11O18,mp-760747,-3.3499194404885055
Ta2O5,mp-1043362,-3.123045786250001
V6O13,mp-870306,-2.3943229765131577
Zr2O,mp-10735,-1.7720660129166674
SiO2,mp-639512,-3.2584632187318827
Cs4O3,mp-1105918,-1.0772913182820198
PO2,mp-562065,-2.2656760611111104
Cr4O15,mp-1198417,-0.8380302171710525
GeO2,mp-20893,-0.5326303352777784
Ti6O,mp-882,-0.9051431041071426
Mn21O40,mp-766493,-1.787504548140192
Ti5O7,mp-1045759,-3.0832602398263873
Cu4O3,mp-1478,-0.8079858944642854
Bi2O3,mp-1196483,-1.6419101733750003
MnO2,mp-1272141,-1.7926597884770104
V3O7,mp-760992,-2.2289541962916664
VO2,mp-1361684,-2.3467632163888883
Nd2O3,mp-556995,-3.754078467583334
W10O29,mp-27732,-2.1669476154807685
Ti3O,mp-1244956,-1.2194365670875005
Ti2O3,mp-458,-3.3042030105833335
La2O3,mp-553347,-3.6344949252500007
V4O9,mp-27412,-2.352906250288461
SiO2,mp-600078,-3.2444256337962973
V2O5,mp-1245120,-2.222381436249999
H7O4,mp-696717,-0.4795858709090908
SiO2,mp-559829,-3.131365912361111
VO2,mp-2214803,-2.3368359125
Cu8O7,mp-32905,-0.8172437694166661
SiO2,mp-556963,-3.1240747638888897
LiO2,mp-1097725,-0.4408251936111114
WO2,mp-1041282,-1.6968611199999988
TiO2,mp-754769,-3.4498924794444434
Fe2O3,mp-1245084,-1.1557374978749997
KO3,mp-1726,-0.6572524385624998
Ti3O5,mp-1245135,-3.1856963109495195
CrO,mp-1302566,-1.9254767868749987
NO2,mp-557865,-0.6676221630555553
BaO2,mp-1182141,-1.7523003270833328
Ti8O15,mp-565700,-3.446096674692029
MgO,mp-1101930,-2.9183823393750004
MgO2,mp-1096803,-1.4960222225
CuO2,mp-25378,-0.5306257591666673
Nb12O29,mp-510554,-3.039460284969513
Co3O4,mp-1271784,-1.2714402207142845
InO3,mp-1181272,-0.6507835909375004
DyO3,mp-984359,-1.9976055465625002
Al2O3,mp-684990,-3.232471680916667
SmO2,mp-1077235,-3.0630873724999987
V4O7,mp-555597,-2.49165997875
GaO2,mp-1212646,-1.613355596666666
Te2O5,mp-12177,-1.418776883869047
CO3,mp-995196,1.7457782265625
VO2,mp-1102963,-2.480359565833332
W2O3,mp-1372094,-0.9604439482499985
SiO2,mp-554151,-3.2629242258333324
W3O,mp-21369,2.3414386028124987
Fe13O14,mp-705414,-1.4527355293518511
K2O2,mp-1097008,-1.0277059158749995
CrO3,mp-1429856,-1.1560877115625
SiO2,mp-639463,-3.2578539480555566
SiO2,mp-554498,-2.3827633916666664
Ti3O5,mp-1245051,-3.187948660372597
Mn2O3,mp-1043363,-1.7873367379224134
TaO3,mp-2630414,-2.7851892540625
Al2O3,mp-1245251,-3.21857782325
Al2O3,mp-1228448,-3.1844931712499998
NaO2,mp-1238787,-0.8492881180172406
SiO2,mp-555960,-3.011499247708333
Sb6O13,mp-684679,-1.782333014144737
SiO2,mp-556882,-3.246644595
WO2,mp-1350563,-1.9059408089583332
AlO2,mp-734251,-2.421029230833333
P2O5,mp-661384,-2.403746536488095
CrO2,mp-1388847,-1.857893734166667
SiO2,mp-1203655,-3.2429076118750007
MgO,mp-1180973,-2.9943117693749994
SiO2,mp-1204070,-2.97420497675926
Tc2O7,mp-27485,-1.8002681231944437
ThO2,mp-643,-4.368638369166667
SiO2,mp-600068,-3.2345488404999996
WO3,mp-19033,-2.1845681228125002
TaO2,mp-20994,-3.0365674874999997
SrO,mp-1009819,-2.662348122708333
Al2O3,mp-1244868,-3.2116714648499998
SiO2,mp-561181,-3.2526363688095237
SnO2,mp-1244941,-1.3639183101470587
SiO2,mp-600014,-3.257289135972223
NiO2,mp-510753,-0.6815399691666665
SiO2,mp-555544,-3.0909320562500002
MoO2,mp-1041997,-1.8116368191666663
NdO3,mp-32564,-1.9448403759375
Pt3O4,mp-601193,0.2394481264285722
AlO3,mp-1253219,-1.5886890815625003
Cu9O13,mp-1045694,-0.6673367142613632
ScO2,mp-1179108,-2.9799129208333333
TiO2,mp-25262,-3.323672014444444
PtO2,mp-1095224,-0.8423403908333332
Rb2O3,mp-1188205,-1.0103135082500003
ZnO,mp-2346983,-1.5675083618749994
CoO2,mp-1245099,-0.3495364721666672
SiO2,mp-15078,-3.2562941287962976
Ti13O22,mp-656852,-3.380782782309523
V2O5,mp-1245000,-2.1853517136785707
WO2,mp-1245102,-1.5472812854411753
V3O5,mp-1274098,-2.5000463235937502
UO3,mp-294,-3.530939468125
HfO2,mp-775757,-4.011029048749999
Sb26O53,mp-1173348,-1.4079029553639246
MnO2,mp-796340,-1.7995932712547902
Bi2O3,mp-1183524,-1.63344736325
SiO2,mp-557134,-3.182798934999999
V5O9,mp-542334,-2.4976515422321444
Al2O3,mp-1245173,-3.27336373795
SiO2,mp-600051,-3.253941509722223
Bi2O5,mp-1410371,-1.0410754055357145
SmO,mp-1611,-3.1078041718749994
BrO4,mp-1182293,0.2503854045000004
Rh2O3,mp-1179706,-0.5301100062499998
ErO2,mp-1206338,-3.2005871424999994
CrO2,mp-1358572,-1.8634441488888898
ClO6,mp-733797,0.12835777107142832
W3O8,mp-1042656,-2.059107310454546
Si18O29,mp-1199711,-2.815148775079787
SiO2,mp-600061,-3.252994432083333
SiO2,mp-639558,-3.2525942164285713
U13O34,mp-642328,-3.693930789521277
V3O7,mp-1379199,-2.296689668874999
PaO3,mp-861975,-3.0893993715625
Fe13O15,mp-756693,-1.4862181096874991
PtO2,mp-20119,-0.1337816975000005
WO3,mp-19342,-2.1856227584375
V3O8,mp-1179363,-1.5643296027272735
CuO2,mp-654801,-0.4011094291666672
Li2O2,mp-1097030,-1.3826027960416658
Al2O3,mp-1245196,-3.1952910493500006
LiO8,mp-1235185,-0.4228384848148142
SiO2,mp-559605,-3.034717831388889
HfO2,mp-1244883,-3.7913379063235286
Sb2O3,mp-1202960,-1.7200139832499999
CrO,mp-1273363,-1.871235159374999
Al2O3,mp-1182923,-3.3313937072499997
V2O3,mp-776630,-2.4746670432500006
Mn5O8,mp-752536,-1.8869411268965517
Tl2O3,mp-1216564,-0.9885994905833335
SiO2,mp-972808,-3.263289973333333
V2O5,mp-1245315,-1.8156721094880952
V6O11,mp-849537,-2.4528051221323524
Y2O3,mp-1178770,-3.848603023416666
Zr4O,mp-1215377,-1.2409837577500005
MgO2,mp-1245393,-1.6639093966666667
HgO2,mp-2278,-0.04447655416666644
SiO2,mp-639733,-3.250463893055556
VO2,mp-2214678,-2.2829329583333333
Mn2O3,mp-1204718,-1.9377965001724136
TeO6,mp-1178936,0.1281020129761907
B6O,mp-1346,-0.8054543612499998
Nd2O3,mp-1045,-3.7823107177499993
RuO4,mp-554791,-1.1829915167499991
V2O5,mp-720166,-2.16238627625
RuO2,mp-825,-1.458510094166666
Co9O13,mp-1343966,-1.0149522890340912
AlO3,mp-35200,-1.5881399403124998
W17O47,mp-1179617,-0.8777553287695312
Ti3O7,mp-1205462,-2.692169147624999
WO3,mp-559122,-2.1851881034375005
Ge7O23,mp-1181291,-0.7974630218749988
HgO2,mp-557266,-0.06692830499999936
V2O3,mp-1178852,-2.2267843552500013
V2O5,mp-1410508,-2.2339738855357143
SnO2,mp-560417,-1.9742289995833329
Cr5O7,mp-1046050,-1.8835610463541659
Sb26O53,mp-675957,-1.404030312832279
Nd2O3,mp-2763,-3.7525647602500003
SiO2,mp-1256614,-3.252961453055556
Na2O,mp-776952,-1.3594412228400385
Fe5O8,mp-510746,-1.4787651759615381
Ta6O,mp-1218065,-0.6460774105357144
MoO3,mp-1244966,-1.3995526857624998
SiO2,mp-555165,-3.241514365416666
Al2O3,mp-1244928,-3.193667336550001
Nd2O3,mp-7954,-3.567261510249999
WO3,mp-1330336,-0.9735583736458331
Co29O40,mp-705563,-1.1926545190579705
La2O3,mp-1180635,-3.6410362472500006
CoO,mp-19275,-1.1533800081250014
VO2,mp-2506972,-2.4211997658333337
V3O5,mp-622497,-2.5191074023437494
Ta2O,mp-27873,0.2180765037499993
UO4,mp-1178853,-2.5150132969999994
Bi2O3,mp-23262,-1.6623086632499997
MoO4,mp-1180203,-1.0713432160000012
Ag2O3,mp-11872,-0.18990532891666662
In2O3,mp-1194571,-1.9559857004999999
SiO2,mp-561301,-2.7747465642361107
DyO2,mp-1206731,-3.1689115091666658
SiO2,mp-559740,-3.2259212749999997
VO2,mp-19094,-2.4811238941666667
SiO2,mp-558200,-3.1947199708333325
B2O3,mp-1245212,-2.676725261116666
VO2,mp-714931,-1.9945287033333325
Al2O3,mp-1244878,-3.22237721545
K2O,mp-998914,-1.2071325499166665
MgO,mp-1065577,-3.016731879374999
Al2O3,mp-1244898,-3.1976055862500004
SiO2,mp-556591,-3.252889011944445
UO3,mp-616580,-3.4788895735625003
V3O7,mp-622640,-2.3393280882916665
FeO,mp-18905,-1.071980789375
MnO2,mp-33009,-1.776852030143677
U3O8,mp-1102356,-3.70715760090909
Fe2O3,mp-1205415,-1.5305111627500003
PbO2,mp-1180019,-0.8588291163888889
SiO2,mp-560954,-3.098823094166667
Na2O,mp-2352,-1.438959773951149
Li2O,mp-1245009,-1.9001711054330064
SrO10,mp-1179215,-0.13227722128787825
SnO2,mp-1041584,-2.1079658949999995
TmO3,mp-1178953,-2.0973295844791666
Cr4O9,mp-1041443,-1.695808096826923
Os3O,mp-1186373,0.6629625728124982
CrO2,mp-1041961,-1.872926552500001
Sm32O21,mp-579102,-2.352396579693397
Fe3O4,mp-1181340,-1.5217770564285706
SiO2,mp-556553,-3.176165194166666
Tl2O,mp-551470,-0.8175716401388886
CuO,mp-1064456,-0.9423505643749994
Mn9O13,mp-1045833,-1.7981918479604246
Al2O3,mp-1245234,-3.21814705495
Mo4O11,mp-540786,-1.9403778249166672
SnO2,mp-12978,-2.0901844875
Rb2O3,mp-2571,-1.0246046407500002
Mn15O32,mp-776603,-1.6322392267865
Au3O,mp-984358,0.19621779031249975
Ti3O2,mp-978968,-2.3531221695000015
C61O2,mp-1197923,0.28260876325396656
Sb3O8,mp-1197211,-1.616639982424243
Ti6O11,mp-30524,-3.435793845955881
SiO2,mp-1249332,-3.2552868273148152
Bi2O3,mp-22891,-1.3005135072500003
SiO2,mp-557933,-3.2603522379166665
Sb3O14,mp-1203602,-0.05393075279411702
VO2,mp-1245059,-2.265792215539215
Cr2O3,mp-1245247,-1.9968542129999989
CoO2,mp-1226115,-0.4248517041666666
CrO2,mp-19177,-2.0485490575000007
V2O3,mp-1178873,-2.2894799532500003
CrO3,mp-778667,-1.4811590184374994
La2O3,mp-33032,-2.9842313812500003
Cr8O21,mp-558855,-1.6868573204741382
Fe4O13,mp-1181334,-0.33057480375000003
Mn3O4,mp-1180876,-1.8650534316133016
SiO2,mp-34150,-2.9267055931249994
Fe3O4,mp-612405,-1.4686314514285712
Ti3O4,mp-755875,-3.133416626428572
IO6,mp-1181130,0.27593793249999976
CoO2,mp-32686,-1.0733124825000004
Si17O37,mp-1194828,-2.919964677569444
SiO2,mp-985590,-3.264198503333333
MoO3,mp-1369275,-0.9672751736458333
CoO2,mp-754748,-1.0758486366666666
BrO,mp-1207019,0.700398650625
UO2,mp-1597,-3.751292435833333
EuO3,mp-1184436,-1.5803302753125008
SiO2,mp-600083,-3.253381040111112
Mo3O8,mp-1323723,-1.6276092409090912
Ni2O3,mp-1220143,-0.58661739625
SiO2,mp-560527,-3.257895249583333
ZrO2,mp-1100824,-3.2087237447222225
Si6O13,mp-731864,-2.901755155986842
CaO,mp-1245200,-2.9651523397750004
BrO3,mp-1182115,0.20555889718749976
VO2,mp-25283,-2.3183095983333337
Rb2O,mp-776890,-1.1195219729166663
ErO3,mp-1025483,-2.0780716140625
NpO2,mp-2616,-3.6020523754166667
NiO3,mp-1209929,0.4394108034374993
In2O3,mp-1105699,-1.7516488017500003
LiO2,mp-1094129,-0.5353442569444447
Mo4O9,mp-1047895,-1.8646877591346167
TlO,mp-1179154,-0.9136354760416663
As2O5,mp-555434,-1.561466546607143
UO11,mp-1103007,-0.827707921354167
Ti4O7,mp-12205,-3.409328332689394
TeO3,mp-1403480,-1.3092203588541667
PbO,mp-20878,-1.4507499668749997
Ni5O7,mp-1046095,-0.8261905846874994
Rb2O2,mp-1209332,-0.8993902681249999
Bi19O30,mp-773884,-1.5874396635204087
Al2O3,mp-2254,-3.4104273434999994
SiO2,mp-557024,-3.2117630493750005
Fe3O4,mp-715438,-1.5676611264285714
TeO2,mp-2739,-1.4844739238888878
SiO2,mp-600084,-3.254129286249999
SnO2,mp-1392145,-0.25524985416666723
SiO2,mp-1257168,-3.244949509388889
TiO,mp-1245294,-2.593159892741667
Al8O3,mp-1244893,-1.3900339537500002
SbO2,mp-230,-1.8383396987500003
SiO2,mp-555556,-3.258615607291666
W3O8,mp-19066,-2.1254266490909104
CrO3,mp-1389926,-1.3555544053125006
CoO2,mp-1244867,-0.4473138366111117
IO3,mp-1181185,-0.5099334865625007
Gd2O3,mp-1224674,-3.6891500632499996
V2O5,mp-1245005,-1.779725379107143
NiO2,mp-1354141,-0.6123401216666662
P2O5,mp-1244897,-1.7251464830119057
TiO2,mp-1008677,-3.2005788036111107
UO2,mp-865305,-3.6254693424999993
ZnO2,mp-8484,-1.059292405
NaO5,mp-1180210,-0.10271097005028669
MgO2,mp-1180260,-1.4981985391666666
Fe2O3,mp-1178392,-1.5949996160000004
V2O3,mp-21579,-2.5353110695000014
Ga2O3,mp-1244938,-2.102702635875
WO3,mp-636284,-2.1837679753125006
MoO2,mp-1047075,-1.9424423908333341
Cl2O,mp-29537,0.003050824583333759
SO6,mp-1196265,-0.304080053898809
Pb2O3,mp-20078,-1.3941085852500001
N2O,mp-1180215,0.7845327193055548
V2O3,mp-776688,-2.43992896175
Ga3O5,mp-1212686,-2.0081997951562496
W25O73,mp-649605,-2.171553055293367
As2O5,mp-1788,-1.561286668035714
TiO,mp-2664,-2.6361484060416682
Al2O3,mp-755483,-3.33631400325
IrO2,mp-1095353,-1.165934713333332
KO3,mp-998913,-0.6610254223125
V2O3,mp-715514,-2.524090879250001
SiO2,mp-553945,-3.2566133048958332
Al2O3,mp-1244982,-3.23339913875
Al38O21,mp-1245113,-1.854039991588984
Al2O3,mp-1245037,-3.2354992366500004
V2O5,mp-1244901,-1.76115318872619
TiO2,mp-2657,-3.4652649436111105
Ce17O32,mp-673643,-3.936972465204081
Ta11O2,mp-673681,-0.5012447498076912
Fe2O3,mp-685153,-1.482497060875
RuO2,mp-8909,-1.3917489341666662
Al2O3,mp-759943,-3.3921790673749994
Al2O3,mp-752826,-3.3485720224500004
Cr2O3,mp-776873,-2.3257145949999996
SbO2,mp-1044716,-1.5224521891666665
SeO2,mp-559545,-1.1421097099479163
Sn2O,mp-1206688,-0.6839526062499998
SiO2,mp-556376,-2.844653948333333
SiO2,mp-639748,-3.236416021296297
RhO3,mp-1219486,-0.3580864740624996
ZnO,mp-1093993,-1.7684074206249996
Ti4O7,mp-778663,-3.323425808371212
Fe11O12,mp-705417,-1.4823967371739126
VO2,mp-20974,-2.4257987433333335
Te4O9,mp-27127,-1.4531626050320516
ZnO,mp-2229,-1.6442679193749994
TiO2,mp-1400963,-3.441433640277777
BiO2,mp-1359489,-1.3033649975000006
Al2O3,mp-755175,-3.3553025957499996
SiO2,mp-556564,-2.1836793033333333
MoO2,mp-559140,-1.8283876108333341
CrO3,mp-753740,-1.4550252190624997
SiO2,mp-555497,-3.0180747581944445
